Date,Account,Closed PnL,Win Rate,Size USD,Size Tokens,Fee,Side,Leverage,LongTrades,ShortTrades,LongShortRatio
2023-12-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1008.619956,0.38461538461538464,10332.177948717948,7299.543489230769,100.738715,39,-962.7652174422998,21,18,1.105263157894737
2023-12-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-245.081348,0.0,19982.836666666666,8.793733333333334,14.987124999999999,3,33716.60166541591,2,1,1.0
2023-12-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-704.8892269999999,0.14285714285714285,6121.823571428571,16269.285714285714,42.852747,28,0.25500524102553235,15,13,1.0714285714285714
2023-12-28,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-970.730876,0.0,4352.923913043478,11467.478260869566,25.0293,23,0.2018019070660771,10,13,0.7142857142857143
2023-12-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,508.92214299999995,0.3,11391.1944,316.8720516,142.389901,50,991.5844836883196,31,19,1.55
2023-12-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,354.998648,0.4423076923076923,13510.58096153846,3046.1517753846156,175.637526,52,1187495.183184273,20,32,0.6060606060606061
2024-01-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-129.53146,0.05555555555555555,14679.973888888888,232.15481333333335,66.059867,18,-36337.076968300855,10,8,1.1111111111111112
2024-01-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,783.979116,0.47058823529411764,7138.1611764705885,12248.13852117647,30.337176,17,-30813.298442337335,9,8,1.0
2024-01-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,866.015507,0.417910447761194,5888.050149253731,962.718319402985,98.624811,67,2643.2146322429485,32,35,0.8888888888888888
2024-01-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-67.60364,0.0,19958.508,9.01916,24.948132,5,602.9628061424762,2,3,0.5
2024-01-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,164.141565,0.19696969696969696,25817.31303030303,3.815267575757576,425.985639,66,19228.35749187997,31,35,0.8611111111111112
2024-01-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,135.58166400000002,0.45454545454545453,13569.154545454547,321.7012109090909,74.630342,22,2843.675544540433,11,11,0.9166666666666666
2024-01-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-835.681235,0.09278350515463918,10812.887216494846,1702.9125883505153,262.212464,97,-3395907.3731891373,52,45,1.1304347826086956
2024-01-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-269.874439,0.25,11894.159609375,844.6860564843751,380.613064,128,2679732.625048865,40,88,0.449438202247191
2024-01-09,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-826.349863,0.2571428571428571,12429.313857142857,1847.9473097142857,204.012928,70,-825756.2755876106,28,42,0.6511627906976745
2024-01-10,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1517.091342,0.21243523316062177,10660.515440414507,1037.8364329533679,434.044865,193,146336.70871445697,92,101,0.9019607843137255
2024-01-11,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,0.0,23066.935,0.5,11.072125999999999,2,1320799.4074074074,2,0,2.0
2024-01-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-164.08950099999998,0.2631578947368421,13641.064736842105,44.49682736842105,64.795045,19,46543.59581699776,11,8,1.2222222222222223
2024-01-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1925.519024,0.0,28583.181428571428,220.32562000000001,49.480726999999995,7,107158.24947933892,5,2,1.6666666666666667
2024-01-15,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,152.85358,1.0,69.98444444444445,0.027922222222222223,0.151157,9,327.99359003351015,0,9,0.0
2024-01-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,10001.248,0.236124,12.501555,5,206220.07871264266,5,0,5.0
2024-01-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-3238.8,0.0,10580.346666666666,178.16666666666666,4.082997,6,14689.485036079514,4,2,1.3333333333333333
2024-01-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,939.6285419999999,1.0,17648.416666666668,513.0602066666667,13.236312,3,14383.585486343589,0,3,0.0
2024-01-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,813.2741110000001,0.20754716981132076,15110.019433962265,76.50986150943396,159.707606,53,-143292.23990114237,31,22,1.3478260869565217
2024-01-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,68.93319,0.06521739130434782,9231.120217391304,2.0375169565217393,92.657901,46,732.5216650339047,18,28,0.6206896551724138
2024-01-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-0.20400000000000001,0.1111111111111111,169.64555555555555,0.06888888888888889,0.366427,9,-9098.820156451737,4,5,0.6666666666666666
2024-01-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-385.215235,0.1282051282051282,10946.209230769231,44.97737435897436,92.685441,39,8218.657431302581,27,12,2.076923076923077
2024-01-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-146.57487000000003,0.14150943396226415,10095.193490566038,2420.192043962264,267.522583,106,4839.020503120766,60,46,1.2765957446808511
2024-01-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,266.58114600000005,0.2727272727272727,9375.43090909091,4022.930484545455,25.78243,11,-1075441.0222568428,3,8,0.3333333333333333
2024-01-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1166.248788,0.2916666666666667,1125.4704166666668,3013.9166766666663,4.11975,48,1069.833494795562,28,20,1.3333333333333333
2024-01-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,209.39217099999996,0.24324324324324326,7671.794864864864,332.68832945945945,63.358518000000004,37,-22605.466566621908,23,14,1.5333333333333334
2024-01-23,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-369.2447299999998,0.24444444444444444,9211.531777777778,1935.7830824444445,85.72457,45,-30725.28998268769,33,12,2.5384615384615383
2024-01-24,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2808.353815,0.14705882352941177,14192.42044117647,708.2411851470588,227.771095,68,-59901.31062147523,27,41,0.6428571428571429
2024-01-25,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-3093.6293849999997,0.0,11094.355000000001,126.13833333333332,16.641532,6,37.4310241557582,0,6,0.0
2024-01-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,90.2,0.5,4627.9,20000.0,-0.185116,2,0.23365,1,1,0.5
2024-01-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,839.1366666666667,18422.333333333332,0.629351,3,0.013888474175938687,3,0,3.0
2024-01-28,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-2478.06972,0.0,1646.2754545454545,97.0909090909091,-0.362176,11,3.8874140893833866,0,11,0.0
2024-01-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1.71544,0.5,1034.4299999999998,4184.0,0.227798,2,0.24744024856596558,1,1,0.5
2024-01-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,484.847102,0.6111111111111112,5724.157222222222,3183.82621,103.034807,72,-4716.3869809546895,20,52,0.37735849056603776
2024-01-30,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-173.65419100000003,0.10204081632653061,8183.905714285715,1.8660799999999997,100.25281,49,2058.3643839413417,28,21,1.2727272727272727
2024-01-31,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-799.840817,0.2689173457508731,7340.683504074505,49.809440104772996,1549.411475,859,-326106.1878631563,470,389,1.205128205128205
2024-02-01,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,334.69666666666666,7497.666666666667,0.5020439999999999,6,0.009564803837038442,6,0,6.0
2024-02-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,456.423473,0.30952380952380953,11292.343571428572,1003.3270671428572,91.569636,42,-67726.50951473092,19,23,0.7916666666666666
2024-02-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,223.30918699999998,0.10714285714285714,10782.5,172.52263482142857,109.662349,56,-10438.177105678129,18,38,0.46153846153846156
2024-02-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,47.62389499999999,0.2571428571428571,5805.358,597.2897454285715,50.52688,35,-3736.0386228058424,19,16,1.1176470588235294
2024-02-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-33.45419400000003,0.19444444444444445,10697.198055555556,413.078175,165.549465,72,-18928.94782699546,33,39,0.825
2024-02-06,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-215.615907,0.1645220588235294,7396.280707720588,50970.19511461397,988.606997,1088,-23668.40921406789,518,570,0.9071803852889667
2024-02-07,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,241.24212,0.13333333333333333,450.582,884.1266666666667,0.339693,15,-8.77982712240459,7,8,0.7777777777777778
2024-02-08,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,770.756024,0.4,2605.112,560995.31,3.0028870000000003,10,-15.394877770811462,2,8,0.2222222222222222
2024-02-11,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,983.443176,0.20588235294117646,6244.465294117647,781.1343832352941,24.955292,34,-405222.2418964879,23,11,1.9166666666666667
2024-02-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,913.8817869999998,0.375,14202.981249999999,63.597461875,27.111911,16,-7019.213313367644,11,5,1.8333333333333333
2024-02-13,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,559.44389,1.0,142.85642857142858,2368.4285714285716,-0.039992,14,0.0022569105778129264,0,14,0.0
2024-02-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3639.3031690000003,0.8977272727272727,2478.8488636363636,1299.415909090909,10.742176,88,0.416109450881265,27,61,0.43548387096774194
2024-02-14,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,191.29666400000002,0.17391304347826086,4465.268695652174,2021.351534347826,12.175298,23,-15157.476053445305,7,16,0.4117647058823529
2024-02-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1024.70728,0.9423076923076923,1469.9592307692308,499.08076923076925,3.518759,52,-0.5368295785490601,49,3,12.25
2024-02-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,816.0903969999999,0.7272727272727273,9886.378181818181,2058.780480909091,27.187538,11,-4937.787814762684,3,8,0.3333333333333333
2024-02-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5491.768834,0.8588235294117647,2730.2580588235296,72656.4894117647,2.2395110000000007,170,-0.018591970783645467,105,65,1.5909090909090908
2024-02-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,8396.053333333333,1438.3286791666667,24.985659,12,-22737.127073243195,10,2,3.3333333333333335
2024-02-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1670.012358,0.84375,3161.86234375,3178.671875,11.317838,64,2.2913573566502516,25,39,0.625
2024-02-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,259.62944200000004,0.23333333333333334,6791.962666666667,628.170305,50.737215,30,41825.12962164529,25,5,4.166666666666667
2024-02-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,477.6248299999999,0.6288659793814433,1619.0532989690723,1774.6742268041237,-3.140925,97,0.6377087796315545,38,59,0.6333333333333333
2024-02-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4325.827543,0.8,2488.1485263157892,2603.0126404210528,2.351851,95,1184.425591268046,38,57,0.6551724137931034
2024-02-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-8.05898,0.16666666666666666,8333.848333333333,4127.966666666666,12.500769,6,1.9729565681158063,3,3,0.75
2024-02-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3053.31353,0.7714285714285715,3363.1262857142856,975.3142977142857,2.646102,35,1789.7414886869535,13,22,0.5652173913043478
2024-02-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,210.315294,1.0,427.575,8911.5,0.427573,4,0.01602561724106456,0,4,0.0
2024-02-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1858.7985700000002,0.7142857142857143,4668.662857142857,7675.3304761904765,0.4692299999999999,21,11.91147125681298,6,15,0.375
2024-02-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,10005.6,9999.6,2.501399,1,,1,0,1.0
2024-02-22,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3894.1050699999996,0.46511627906976744,4279.456162790698,1912.7907025581394,24.20242,86,650.8317437817566,33,53,0.6111111111111112
2024-02-22,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,2500.32,2710.7,1.25016,2,0.24162914203225927,2,0,2.0
2024-02-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1418.55293,0.958041958041958,776.966013986014,304.66713580419577,-2.067069,143,368.8797919181708,131,12,10.076923076923077
2024-02-25,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-30.7705,0.0,896.0260000000001,1580.0,-0.0896,5,-2.2724704275155054,2,3,0.5
2024-02-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4416.8473,0.918918918918919,5180.734324324325,1618.3243243243244,-0.08772699999999982,37,-0.6864893362441854,27,10,2.4545454545454546
2024-02-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,249.98499999999999,3709.0,-0.009998,2,-1.0436444444444444,0,2,0.0
2024-02-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,312.130593,0.34545454545454546,3759.7450909090912,1501.5759999999998,-4.135694,55,-12.456758174956821,33,22,1.434782608695652
2024-02-27,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,576.38114,0.875,322.04,4338.525,0.374085,8,3.3619192167974767,0,8,0.0
2024-02-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2503.747235,0.8666666666666667,3802.380666666667,197876.56888888887,-1.377152,45,-0.4182064663897796,31,14,2.066666666666667
2024-02-29,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8493.192736,0.8899082568807339,3402.198532110092,44150.974128440364,-4.847684,109,-3.348360436515369,60,49,1.2
2024-02-29,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1320.804256,0.42857142857142855,3546.727142857143,391515.5714285714,6.2067689999999995,7,0.3255560759199017,0,7,0.0
2024-03-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8244.241409,0.9343065693430657,3452.370072992701,189669.1678832117,-0.546854,137,-0.06524171908606786,37,100,0.36633663366336633
2024-03-02,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1674.715167,0.875,2510.5745833333335,26290.916666666668,-1.205066,24,-0.08183809332614946,21,3,5.25
2024-03-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-1443.814567,0.0,420.5385714285714,2964.4285714285716,0.735937,7,-0.04949244927561006,7,0,7.0
2024-03-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,8361.086245,0.6835443037974683,4946.1478481012655,617403.642278481,-2.507103,79,-0.35739037403111273,36,43,0.8181818181818182
2024-03-04,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,26773.771643,0.8815331010452961,5485.087665505226,128482.12515811845,-1.503619,287,242.9926047010178,161,126,1.2677165354330708
2024-03-04,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,1026.004099,1.0,290.5161538461538,1402.276923076923,0.94417,13,5.060563645227086,0,13,0.0
2024-03-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,19791.026041,0.9055555555555556,4676.724,249929.40555555557,-4.438459,180,-0.09314818494969425,55,125,0.4365079365079365
2024-03-06,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6814.825139,0.8780487804878049,3990.4636585365856,133599.34146341463,-3.355318,82,-0.007959787526392237,49,33,1.4411764705882353
2024-03-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,4271.886236,0.8805970149253731,2740.047462686567,51466.72835820895,-3.6716290000000003,67,-0.31982573175588114,19,48,0.3877551020408163
2024-03-09,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9949.501624,0.8290598290598291,5625.459401709401,153711.76666666666,1.8517640000000002,117,-3.553922724930976,83,34,2.3714285714285714
2024-03-10,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2482.9272,0.6904761904761905,5237.472619047619,762.8590476190477,2.281072,42,-10.912208770409746,38,4,7.6
2024-03-11,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3588.179495,0.9285714285714286,4202.844047619047,3318.3571428571427,8.47289,42,-0.3904022491062023,12,30,0.3870967741935484
2024-03-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3039.166,0.875,12880.10625,1425.5,4.945953,8,2.5601982260464786,1,7,0.125
2024-03-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,857.2571428571428,0.21608571428571427,2.100278,7,12800.570995219214,7,0,7.0
2024-03-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,65.480454,1.0,6066.28,1.5126,2.123198,1,4010.498479439376,0,1,0.0
2024-03-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3400.385378,0.8823529411764706,11756.876470588235,33175.34117647059,9.593594,17,8.552851709799771,2,15,0.125
2024-03-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,338.42832,0.125,3292.47625,0.8718375,9.218929,8,3277.878983530412,7,1,3.5
2024-03-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5509.2545,0.9142857142857143,7132.707714285714,302349.82857142854,13.697647,35,0.9780646189358863,13,22,0.5652173913043478
2024-03-15,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,388.830831,0.42105263157894735,3995.254210526316,60181.04842105263,26.568427,19,51.559270035494535,6,13,0.42857142857142855
2024-03-16,0x4f93fead39b70a1824f981a54d4e55b278e9f760,228.57984,0.16666666666666666,4537.276666666667,1.2373666666666667,9.528281,6,2640.6498907346695,5,1,2.5
2024-03-16,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,5000.0,556173.5,0.999999,2,-0.0013076133289047038,0,2,0.0
2024-03-17,0x4f93fead39b70a1824f981a54d4e55b278e9f760,429.683075,0.2857142857142857,6218.810714285714,1.72845,30.472167,14,860.2493337910138,10,4,2.0
2024-03-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,73.61088,0.8571428571428571,705.8557142857143,17.305714285714284,0.665249,7,-16.56508738040122,6,1,3.0
2024-03-17,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,3751.305,213.9,2.6259129999999997,2,,2,0,2.0
2024-03-18,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,2833.491666666667,0.8019416666666667,11.900658,12,965.1530852143134,12,0,12.0
2024-03-18,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1244.6384,0.8333333333333334,8540.285,3254.0,11.217557,6,1.5649281283945389,1,5,0.16666666666666666
2024-03-18,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,212.3193,1.0,5214.47,366.7,1.825065,1,14.219989091900738,0,1,0.0
2024-03-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,2266.8775,0.671225,3.173628,4,221.44326829516095,4,0,4.0
2024-03-19,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,842.799493,0.5,18098.891,17476.2,17.37493,10,-0.4608031571726828,5,5,0.8333333333333334
2024-03-19,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-174.00152,0.0,2982.842,149.84,5.439754,10,45.053049946365036,8,2,2.6666666666666665
2024-03-20,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2593.147623,0.9491525423728814,2446.8210169491526,3313.793220338983,16.783601,59,-0.0375955946596701,23,36,0.6216216216216216
2024-03-20,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,3829.986976,0.4,7134.341,226.05712,23.095237,10,53804.87642728273,6,4,1.2
2024-03-21,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,9744.18,2.8186,3.410463,1,791.6819681188151,1,0,1.0
2024-03-21,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2097.182,0.9565217391304348,4256.877391304348,3981.7391304347825,9.399167,23,-0.12457267397344231,22,1,11.0
2024-03-21,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,238.326075,0.25,2560.8025000000002,17257.5,3.58512,4,0.10405633283224448,3,1,1.5
2024-03-24,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1297.018477,0.7894736842105263,4873.274210526315,538.7263157894737,8.888837,19,-15.195171942434513,15,4,3.0
2024-03-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1302.916428,0.8571428571428571,8159.4742857142855,2.279657142857143,19.990712,7,1077.3073356507593,0,7,0.0
2024-03-26,0x4f93fead39b70a1824f981a54d4e55b278e9f760,20.599193,0.14285714285714285,3426.62,0.9508,8.395214,7,-565.5432328617093,6,1,3.0
2024-03-26,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3195.3074,0.9819819819819819,1572.7824324324324,301.2486486486486,19.752188999999998,111,0.422128975334396,2,109,0.01818181818181818
2024-03-27,0x4f93fead39b70a1824f981a54d4e55b278e9f760,189.192,0.4444444444444444,3224.6703703703706,0.9032518518518518,30.473126,27,932.8807260318484,12,15,0.75
2024-03-27,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,-38.78086,0.0,1163.5172727272727,1245.2728145454546,1.244826,11,30062.23533500614,7,4,1.4
2024-03-28,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,6671.296666666666,1.9148666666666667,7.00486,3,718.8156913717106,3,0,3.0
2024-03-28,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,227.85100799999998,0.9,1530.983,39856.6,2.054369,10,-0.00860869851584038,9,1,4.5
2024-03-29,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.097404,0.4,5794.291333333333,1.6297,30.420029999999997,15,1792.2644359546366,9,6,1.2857142857142858
2024-03-30,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1100.57514,0.9777777777777777,2246.753777777778,11507.333333333334,9.939454,45,0.020737634275238573,1,44,0.022222222222222223
2024-03-31,0x4f93fead39b70a1824f981a54d4e55b278e9f760,912.786145,0.7692307692307693,3070.2276923076925,0.8463384615384617,13.969522000000001,13,-5505.3313614820945,0,13,0.0
2024-04-01,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.840939,0.06896551724137931,4654.808275862069,1.3230137931034485,47.246296,29,768.353449530004,25,4,5.0
2024-04-01,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2507.122467,0.8333333333333334,4260.021458333334,199237.33333333334,36.505066,48,0.05607140437112082,7,41,0.16666666666666666
2024-04-02,0x4f93fead39b70a1824f981a54d4e55b278e9f760,883.760812,0.32432432432432434,6072.016756756757,1.7731054054054054,78.632589,37,222.67504964565663,6,31,0.1875
2024-04-02,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,3749.9725,1473.125,1.4999850000000001,4,505.1926403985507,4,0,4.0
2024-04-03,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,126.7884,0.5,3443.955,738.0,0.6612359999999999,2,4.752506775067751,1,1,0.5
2024-04-03,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,0.0,4999.83,417.0,0.999965,2,0.018722228893959407,2,0,2.0
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,0.0,2999.6165625,0.8838843749999999,33.595684999999996,32,-100.73997921253074,0,32,0.0
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,0.7,17253.157,5.27373,60.38604000000001,10,429.62360932006726,10,0,10.0
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,0.9146341463414634,3723.111585365854,2460.1951219512193,33.956321,82,0.30024633882897034,7,75,0.09210526315789473
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.5522159999999,1.0,3245.635,840.8125,9.087776999999999,8,11.50558464538347,0,8,0.0
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998,0.25,4263.979375,1.28005,23.878277,16,-366.8400927611837,0,16,0.0
